transaction_id,customer_id,transaction_date,amount,currency,payment_method,status,country,failure_reason
TX00662,C0142,2026-02-06,307.36,EUR,Digital Wallet,Successful,Spain,
TX00663,C0109,2026-05-16,131.96,EUR,Debit Card,Successful,Ireland,
TX00664,C0069,2026-01-02,914.4,USD,Bank Transfer,Successful,Ireland,
TX00665,C0110,2026-03-24,1345.65,GBP,Bank Transfer,Successful,Germany,
TX00666,C0177,2026-06-27,498.58,GBP,Debit Card,Successful,Ireland,
TX00667,C0087,2026-03-17,97.83,EUR,Digital Wallet,Successful,United Kingdom,
TX00668,C0160,2026-05-04,943.95,GBP,Bank Transfer,Successful,Ireland,
TX00669,C0141,2026-04-06,126.35,EUR,Credit Card,Successful,United Kingdom,
TX00670,C0055,2026-02-08,673.49,EUR,Credit Card,Successful,United Kingdom,
TX00671,C0045,2026-02-27,243.63,USD,Digital Wallet,Successful,Germany,
TX00672,C0139,2026-04-05,193.28,EUR,Bank Transfer,Successful,United Kingdom,
TX00673,C0038,2026-01-19,355.8,GBP,Digital Wallet,Successful,Germany,
TX00674,UNKNOWN_06,2026-03-17,443.28,GBP,Credit Card,Successful,Ireland,
TX00675,C0043,2026-03-17,299.59,EUR,Credit Card,Failed,United Kingdom,Invalid Account Details
TX00676,C0110,2026-06-01,854.4,GBP,Bank Transfer,Failed,Netherlands,Authentication Failed
TX00677,C0053,2026-01-23,354.55,GBP,Debit Card,Successful,United Kingdom,
TX00678,C0119,2026-06-02,1191.73,GBP,Credit Card,Successful,Ireland,
TX00679,C0169,2026-03-16,657.86,GBP,Debit Card,Successful,Ireland,
TX00680,C0150,2026-04-28,286.31,GBP,Debit Card,Failed,Germany,Authentication Failed
TX00681,C0171,2026-04-11,248.13,GBP,Debit Card,Successful,Netherlands,
TX00682,C0005,2026-02-24,127.69,EUR,Debit Card,Failed,Spain,Invalid Account Details
TX00683,C0082,2026-06-18,663.23,GBP,Bank Transfer,Successful,Ireland,
TX00684,C0040,2026-02-10,383.22,EUR,Debit Card,Successful,Germany,
TX00685,C0166,2026-01-07,68.97,GBP,Bank Transfer,Successful,Germany,
TX00686,C0129,2026-05-16,328.53,EUR,Digital Wallet,Successful,Ireland,
TX00687,C0058,2026-04-23,240.84,GBP,Digital Wallet,Successful,United Kingdom,
TX00688,C0102,2026-06-11,1976.98,GBP,Bank Transfer,Successful,Ireland,
TX00689,C0109,2026-03-24,121.83,GBP,Bank Transfer,Successful,United Kingdom,
TX00690,UNKNOWN_12,2026-01-04,152.15,GBP,Bank Transfer,Successful,Ireland,
TX00691,C0086,2026-01-04,1330.72,GBP,Debit Card,Successful,United Kingdom,
TX00692,C0010,2026-03-20,1641.31,EUR,Digital Wallet,Successful,United Kingdom,
TX00693,C0082,2026-02-15,275.0,USD,Debit Card,Successful,Spain,
TX00694,C0063,2026-06-16,302.7,GBP,Bank Transfer,Successful,Ireland,
TX00695,C0148,2026-01-22,874.63,GBP,Bank Transfer,Successful,Spain,
TX00696,C0156,2026-06-09,71.66,EUR,Bank Transfer,Failed,Spain,Insufficient Funds
TX00697,C0136,2026-02-09,106.48,EUR,Digital Wallet,Successful,Germany,
TX00698,C0006,2026-01-22,408.04,GBP,Credit Card,Successful,United Kingdom,
TX00699,C0152,2026-02-19,1934.12,EUR,Debit Card,Successful,United Kingdom,
TX00700,C0072,2026-01-27,357.68,GBP,Debit Card,Successful,Germany,
TX00701,C0075,2026-03-14,564.42,EUR,Digital Wallet,Successful,United Kingdom,
TX00702,C0171,2026-03-01,1357.94,GBP,Debit Card,Successful,Spain,
TX00703,C0157,2026-04-06,3105.26,GBP,Digital Wallet,Successful,United Kingdom,
TX00704,C0010,2026-04-08,317.25,GBP,Digital Wallet,Pending,United Kingdom,
TX00705,C0065,2026-01-01,510.65,EUR,Debit Card,Pending,United Kingdom,
TX00706,C0135,2026-01-23,2437.55,GBP,Digital Wallet,Successful,United Kingdom,
TX00707,C0097,2026-01-30,142.04,EUR,Bank Transfer,Successful,United Kingdom,
TX00708,C0047,2026-02-05,1240.72,EUR,Credit Card,Successful,France,
TX00709,C0095,2026-01-17,217.99,EUR,Bank Transfer,Failed,United Kingdom,Card Declined
TX00710,C0156,2026-02-26,565.16,GBP,Debit Card,Successful,France,
TX00711,C0041,2026-04-10,421.48,GBP,Bank Transfer,Successful,Spain,
TX00712,C0135,2026-02-25,229.45,GBP,Bank Transfer,Successful,France,
TX00713,C0133,2026-03-01,224.61,EUR,Bank Transfer,Successful,Netherlands,
TX00714,C0160,2026-03-26,655.21,USD,Debit Card,Successful,Germany,
TX00715,C0054,2026-04-10,1207.38,GBP,Credit Card,Pending,United Kingdom,
TX00716,C0039,2026-03-01,463.93,EUR,Debit Card,Successful,United Kingdom,
TX00717,C0099,2026-02-10,549.82,GBP,Debit Card,Successful,Spain,
TX00718,UNKNOWN_07,2026-03-16,841.76,GBP,Digital Wallet,Successful,France,
TX00719,C0074,2026-01-05,226.81,GBP,Digital Wallet,Successful,United Kingdom,
TX00720,C0141,2026-03-31,971.4,EUR,Bank Transfer,Successful,Germany,
TX00721,C0144,2026-06-20,1039.44,GBP,Debit Card,Successful,Ireland,
TX00722,C0045,2026-03-14,4736.64,GBP,Credit Card,Successful,Netherlands,
TX00723,C0144,2026-01-20,376.27,EUR,Credit Card,Successful,France,
TX00724,UNKNOWN_04,2026-05-08,350.95,GBP,Debit Card,Successful,Spain,
TX00725,C0074,2026-01-23,995.87,GBP,Credit Card,Failed,Netherlands,Bank Timeout
TX00726,C0005,2026-02-05,1039.23,GBP,Bank Transfer,Successful,France,
TX00727,C0062,2026-01-27,328.71,GBP,Debit Card,Successful,United Kingdom,
TX00728,C0173,2026-06-09,367.72,GBP,Credit Card,Successful,United Kingdom,
TX00729,C0080,2026-06-27,820.54,GBP,Credit Card,Successful,Spain,
TX00730,C0128,2026-04-14,256.35,EUR,Digital Wallet,Successful,France,
TX00731,C0020,2026-04-22,365.42,GBP,Bank Transfer,Successful,Germany,
TX00732,C0115,2026-04-27,559.0,EUR,Bank Transfer,Successful,France,
TX00733,C0067,2026-04-21,1207.79,GBP,Bank Transfer,Successful,United Kingdom,
TX00734,C0134,2026-04-09,309.85,GBP,Bank Transfer,Successful,Ireland,
TX00735,C0168,2026-06-28,108.2,GBP,Bank Transfer,Successful,United Kingdom,
TX00736,C0096,2026-05-13,101.58,GBP,Debit Card,Successful,Ireland,
TX00737,C0019,2026-01-17,177.59,GBP,Debit Card,Successful,France,
TX00738,C0086,2026-03-12,169.66,GBP,Credit Card,Successful,United Kingdom,
TX00739,C0023,2026-06-26,454.22,USD,Debit Card,Successful,United Kingdom,
TX00740,C0081,2026-03-15,188.57,EUR,Bank Transfer,Successful,Ireland,
TX00741,C0012,2026-02-06,285.05,GBP,Credit Card,Successful,United Kingdom,
TX00742,C0116,2026-06-07,268.28,EUR,Bank Transfer,Failed,United Kingdom,Bank Timeout
TX00743,C0056,2026-04-23,356.23,EUR,Digital Wallet,Successful,Netherlands,
TX00744,C0037,2026-04-12,1594.2,EUR,Bank Transfer,Successful,Germany,
TX00745,C0004,2026-03-18,909.28,GBP,Debit Card,Pending,Germany,
TX00746,C0160,2026-01-23,525.16,GBP,Digital Wallet,Successful,United Kingdom,
TX00747,C0151,2026-03-11,350.07,GBP,Debit Card,Successful,Ireland,
TX00748,C0147,2026-03-21,358.44,GBP,Credit Card,Failed,United Kingdom,Limit Exceeded
TX00749,C0011,2026-06-18,684.43,GBP,Credit Card,Successful,United Kingdom,
TX00750,C0063,2026-02-25,851.11,EUR,Bank Transfer,Successful,United Kingdom,
